config_name,n_trials,mean_baseline_eer,std_baseline_eer,ci95_baseline_eer_low,ci95_baseline_eer_high,mean_xpca_eer,std_xpca_eer,ci95_xpca_eer_low,ci95_xpca_eer_high,mean_delta_eer,median_delta_eer,std_delta_eer,ci95_delta_eer_low,ci95_delta_eer_high,boot_ci95_delta_eer_low,boot_ci95_delta_eer_high,wins,ties,losses,win_rate,cohen_d,shapiro_stat,shapiro_p,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p,permutation_p,mean_baseline_auc,std_baseline_auc,mean_xpca_auc,std_xpca_auc,mean_delta_auc,std_delta_auc,ci95_delta_auc_low,ci95_delta_auc_high
Standard,30,7.633358254273287,0.3920310279093309,7.486971462652357,7.7797450458942174,7.8335257420224735,0.338423760759836,7.707156232929996,7.959895251114951,0.20016748774918733,0.24293455666004604,0.17925078994846105,0.1332341427636948,0.2671008327346799,0.140488081664553,0.2649678793469652,3,0,27,0.1,1.1166895704898783,0.9422167207249721,0.10437044912270971,6.116360678292797,1.158055144995998e-06,32.0,5.144625902175903e-06,0.0,0.9715586899144788,0.0028372080471938035,0.9706809408361229,0.0027895700440821827,-0.0008777490783560826,0.0003395820260092319,-0.0010045510908006786,-0.0007509470659114866
Optimized,30,7.016612572168127,0.3601504437666316,6.882130186309515,7.15109495802674,7.052364307266269,0.35636447088275486,6.919295626916095,7.185432987616443,0.035751735098140384,0.04947014750936382,0.0819818236879035,0.005139219030456645,0.06636425116582412,0.004823599594841604,0.06503830033241799,7,0,23,0.23333333333333334,0.4360934344499859,0.9252783050452564,0.036840876300359475,2.388582115195123,0.023642727710262847,124.0,0.024786051362752914,0.02608,0.9755832554390473,0.002421666062778097,0.9755086493252466,0.0024147391791102223,-7.460611380040542e-05,2.6676711771939355e-05,-8.456736168457462e-05,-6.464486591623622e-05
