component,eigenvalue,explained_variance_ratio,cumulative_variance
473,0.0012961031,6.0902817e-06,0.99868995
474,0.0012908492,6.065594e-06,0.998696
475,0.0012800057,6.0146413e-06,0.99870205
476,0.0012737818,5.9853955e-06,0.998708
477,0.0012662028,5.9497825e-06,0.99871397
478,0.0012593901,5.9177705e-06,0.9987199
479,0.0012529377,5.887451e-06,0.9987258
480,0.001245684,5.8533665e-06,0.9987316
481,0.0012349504,5.80293e-06,0.9987374
482,0.0012299925,5.7796333e-06,0.9987432
483,0.0012239222,5.7511097e-06,0.9987489
484,0.0012140276,5.704616e-06,0.9987546
485,0.0012062677,5.6681524e-06,0.9987603
486,0.0011998556,5.6380222e-06,0.99876595
487,0.0011936554,5.6088884e-06,0.99877155
488,0.001188258,5.583526e-06,0.99877715
489,0.0011840858,5.5639216e-06,0.9987827
490,0.0011775005,5.5329774e-06,0.99878824
491,0.0011709816,5.5023456e-06,0.9987937
492,0.0011623508,5.4617904e-06,0.9987992
493,0.0011590725,5.4463862e-06,0.9988046
494,0.0011478635,5.3937156e-06,0.99881
495,0.001141102,5.361944e-06,0.99881536
496,0.0011276924,5.2989335e-06,0.99882066
497,0.0011187799,5.2570545e-06,0.9988259
498,0.0011184799,5.2556447e-06,0.99883115
499,0.0011151783,5.240131e-06,0.9988364
500,0.0011042883,5.1889597e-06,0.9988416
501,0.0011007113,5.1721518e-06,0.99884677
502,0.0010865657,5.1056822e-06,0.9988519
503,0.0010835555,5.091538e-06,0.99885696
504,0.0010695485,5.0257204e-06,0.99886197
505,0.0010684293,5.0204612e-06,0.998867
506,0.0010622164,4.991267e-06,0.998872
507,0.0010549718,4.9572254e-06,0.9988769
508,0.0010439542,4.9054547e-06,0.9988818
509,0.0010378027,4.876549e-06,0.9988867
510,0.0010314437,4.846669e-06,0.99889153
511,0.0010295671,4.837851e-06,0.99889636
512,0.0010214617,4.799764e-06,0.9989012
