seed,dimension,method,eer,accuracy,auc,delta_eer
43,256,Gabor + XPCA (Softmax),9.272180073985828,90.72781992601418,0.9664644762497535,2.149601855915731
43,256,Gabor + XPCA (Residual),5.513072919932287,94.48692708006772,0.9815317837803119,-1.60950529813781
43,256,Gabor + XPCA (Sort),5.565615399084585,94.43438460091541,0.9818993615319562,-1.5569628189855118
43,256,Gabor + XPCA (Sort Weights),17.049470186218574,82.95052981378143,0.9189703081009744,9.926891968148478
43,512,Raw PCA,8.975985955232302,91.0240140447677,0.9665203421271156,0.0
43,512,Raw XPCA (Min-Max),9.737162204526928,90.26283779547308,0.9633283554745384,0.7611762492946266
43,512,Gabor + PCA,6.612577591071537,93.38742240892847,0.9779936107317684,0.0
43,512,Gabor + XPCA (Min-Max),7.596714527556585,92.40328547244341,0.974510645365028,0.9841369364850472
43,512,Gabor + XPCA (Softmax),9.187284469245718,90.81271553075429,0.9668234791079495,2.5747068781741804
43,512,Gabor + XPCA (Residual),4.9746065584049175,95.02539344159509,0.9839089414582152,-1.63797103266662
43,512,Gabor + XPCA (Sort),4.824628503354445,95.17537149664555,0.9842991290837104,-1.7879490877170925
43,512,Gabor + XPCA (Sort Weights),17.0512257821807,82.9487742178193,0.9189844079222032,10.438648191109163
43,1024,Raw PCA,9.160198131544297,90.83980186845571,0.9663967481713818,0.0
43,1024,Raw XPCA (Min-Max),9.73766380337325,90.26233619662675,0.9643886277754243,0.5774656718289535
43,1024,Gabor + PCA,6.429995611010092,93.5700043889899,0.9786549198741721,0.0
43,1024,Gabor + XPCA (Min-Max),7.10263966392877,92.89736033607123,0.9763143458799314,0.6726440529186775
43,1024,Gabor + XPCA (Softmax),9.247225531381275,90.75277446861872,0.9669780376168549,2.817229920371183
43,1024,Gabor + XPCA (Residual),4.687942817731521,95.31205718226849,0.9846991480465936,-1.742052793278571
43,1024,Gabor + XPCA (Sort),4.501222647187913,95.4987773528121,0.9850376905655067,-1.9287729638221789
43,1024,Gabor + XPCA (Sort Weights),17.051601981315446,82.94839801868456,0.918984198718782,10.621606370305354
44,32,Raw PCA,10.248918427487617,89.75108157251238,0.958738952361873,0.0
44,32,Raw XPCA (Min-Max),14.362781365602862,85.63721863439714,0.933555209669847,4.113862938115245
44,32,Gabor + PCA,8.78500219449495,91.21499780550505,0.9658231099434325,0.0
44,32,Gabor + XPCA (Min-Max),9.387297009216876,90.61270299078312,0.9654094817474603,0.602294814721926
44,32,Gabor + XPCA (Softmax),10.420841432064707,89.5791585679353,0.9602444376816957,1.6358392375697566
44,32,Gabor + XPCA (Residual),8.125525111292243,91.87447488870775,0.9701845681891517,-0.6594770832027077
44,32,Gabor + XPCA (Sort),7.612264091792587,92.38773590820742,0.971696524134092,-1.1727381027023638
44,32,Gabor + XPCA (Sort Weights),16.48366668756662,83.51633331243337,0.9147537385171332,7.698664493071668
44,64,Raw PCA,9.74481158693335,90.25518841306666,0.9622662456090986,0.0
44,64,Raw XPCA (Min-Max),12.00213179509687,87.99786820490313,0.94989465261986,2.25732020816352
44,64,Gabor + PCA,8.275001567496393,91.72499843250361,0.9693597268121404,0.0
44,64,Gabor + XPCA (Min-Max),8.591510439525987,91.40848956047401,0.9677442702272028,0.3165088720295941
44,64,Gabor + XPCA (Softmax),10.177440591886638,89.82255940811336,0.9614923030574591,1.9024390243902456
44,64,Gabor + XPCA (Residual),7.148159759232551,92.85184024076744,0.973399569664892,-1.1268418082638414
44,64,Gabor + XPCA (Sort),6.937237444353875,93.06276255564613,0.9727784985372583,-1.3377641231425175
44,64,Gabor + XPCA (Sort Weights),16.47037431813907,83.52962568186094,0.9154021639096572,8.195372750642676
44,128,Raw PCA,9.350554893723743,90.64944510627626,0.9632655834374506,0.0
44,128,Raw XPCA (Min-Max),10.911530503479842,89.08846949652016,0.9580323769821184,1.560975609756099
44,128,Gabor + PCA,7.918991786318889,92.08100821368112,0.971646947816898,0.0
44,128,Gabor + XPCA (Min-Max),8.41983823437206,91.58016176562795,0.9694269116956639,0.5008464480531707
44,128,Gabor + XPCA (Softmax),9.982694839801868,90.01730516019813,0.9620452656256451,2.0637030534829783
44,128,Gabor + XPCA (Residual),6.657721487240577,93.34227851275942,0.975599489225565,-1.261270299078312
44,128,Gabor + XPCA (Sort),6.430497209856415,93.56950279014359,0.9753852991777143,-1.4884945764624744
44,128,Gabor + XPCA (Sort Weights),16.39275189667064,83.60724810332935,0.9159142681932806,8.47376011035175
44,256,Raw PCA,9.272430873408991,90.727569126591,0.9637483307310344,0.0
